報告数・累積報告数、疾病・都道府県別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013年35週(08月26日～09月01日),2013年09月04日作成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,エボラ出血熱,,クリミア・コンゴ出血熱,,痘そう,,南米出血熱,,ペスト,,マールブルグ病,,ラッサ熱,,急性灰白髄炎,,結核,,ジフテリア,,重症急性呼吸器症候群,,鳥インフルエンザ（Ｈ５Ｎ１）,,鳥インフルエンザ（Ｈ７Ｎ９）,,コレラ,,細菌性赤痢,,腸管出血性大腸菌感染症,,腸チフス,,パラチフス,,Ｅ型肝炎,,ウエストナイル熱,,Ａ型肝炎,,エキノコックス症,,黄熱,,オウム病,,オムスク出血熱,,回帰熱,,キャサヌル森林病,,Ｑ熱,,狂犬病,,コクシジオイデス症,,サル痘,,重症熱性血小板減少症候群,,腎症候性出血熱,,西部ウマ脳炎,,ダニ媒介脳炎,,炭疽,,チクングニア熱,,つつが虫病,,デング熱,,東部ウマ脳炎,,鳥インフルエンザ(Ｈ５Ｎ１を除く）,,ニパウイルス感染症,,日本紅斑熱,,日本脳炎,,ハンタウイルス肺症候群,,Ｂウイルス病,,鼻疽,,ブルセラ症,,ベネズエラウマ脳炎,,ヘンドラウイルス感染症,,発しんチフス,,ボツリヌス症,,マラリア,,野兎病,,ライム病,,リッサウイルス感染症,,リフトバレー熱,,類鼻疽,,レジオネラ症,,レプトスピラ症,,ロッキー山紅斑熱,,アメーバ赤痢,,ウイルス性肝炎,,急性脳炎,,クリプトスポリジウム症,,クロイツフェルト・ヤコブ病,,劇症型溶血性レンサ球菌感染症,,後天性免疫不全症候群,,ジアルジア症,,侵襲性インフルエンザ菌感染症,,侵襲性髄膜炎菌感染症,,侵襲性肺炎球菌感染症,,先天性風しん症候群,,梅毒,,破傷風,,バンコマイシン耐性黄色ブドウ球菌感染症,,バンコマイシン耐性腸球菌感染症,,風しん,,麻しん,,髄膜炎菌性髄膜炎,
,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積,報告,累積
総数,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,381,17729,0,0,0,0,0,0,0,0,0,2,7,101,173,2505,1,40,1,35,1,86,0,0,2,97,0,12,0,0,1,8,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,36,0,0,0,0,0,0,0,0,0,9,0,142,11,151,0,0,0,0,0,0,8,80,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,29,0,0,6,13,0,0,0,0,0,2,20,695,2,11,0,0,13,697,2,188,5,259,0,11,4,141,1,141,19,1000,3,50,3,68,0,15,4,550,0,13,24,803,1,91,0,0,1,40,55,13937,3,191,0,2
北海道,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,498,0,0,0,0,0,0,0,0,0,0,0,0,1,106,0,0,0,0,0,17,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,21,0,5,0,12,0,9,0,2,0,3,0,20,0,1,0,2,0,0,0,23,0,0,0,20,0,6,0,0,0,1,1,105,0,2,0,0
青森県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,207,0,0,0,0,0,0,0,0,0,0,0,0,4,41,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,1,0,2,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,8,0,0,0,0
岩手県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,137,0,0,0,0,0,0,0,0,0,0,0,0,6,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,7,0,0,0,0
宮城県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,232,0,0,0,0,0,0,0,0,0,0,0,1,6,95,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,52,0,0,0,0,2,19,0,4,0,0,0,0,1,6,0,3,0,11,0,0,0,2,0,0,0,12,0,0,0,35,0,3,0,0,0,1,0,99,0,0,0,0
秋田県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,124,0,0,0,0,0,0,0,0,0,0,0,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,4,0,0,0,0
山形県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2,0,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0
福島県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,224,0,0,0,0,0,0,0,0,0,0,0,2,7,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,9,0,1,0,4,0,0,0,3,0,1,0,2,0,1,0,1,0,0,0,5,0,0,1,10,0,3,0,0,0,0,0,33,0,1,0,0
茨城県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,327,0,0,0,0,0,0,0,0,0,0,0,3,1,28,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,10,0,1,0,24,0,0,0,3,0,5,0,16,0,0,0,4,0,0,0,16,0,0,0,12,0,5,0,0,0,1,0,118,0,0,0,0
