年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2020,43,総数,30,0.01,305,0.10,462,0.15,2508,0.79,5574,1.76,480,0.15,360,0.11,52,0.02,1343,0.43,742,0.23,168,0.05,3,0.00,145,0.21,7,0.01,7,0.01,33,0.07,-,-,2,0.00
2020,43,北海道,1,0.00,7,0.05,40,0.29,159,1.14,101,0.72,23,0.16,2,0.01,5,0.04,31,0.22,17,0.12,3,0.02,-,-,6,0.21,-,-,-,-,4,0.17,-,-,-,-
2020,43,青森県,-,-,2,0.05,4,0.10,6,0.14,51,1.21,8,0.19,-,-,1,0.02,13,0.31,1,0.02,2,0.05,-,-,1,0.09,-,-,1,0.17,1,0.17,-,-,-,-
2020,43,岩手県,-,-,12,0.29,9,0.22,61,1.49,82,2.00,9,0.22,-,-,1,0.02,17,0.41,1,0.02,3,0.07,-,-,3,0.21,-,-,-,-,2,0.11,-,-,-,-
2020,43,宮城県,-,-,1,0.02,11,0.19,16,0.28,58,1.00,4,0.07,2,0.03,1,0.02,31,0.53,1,0.02,4,0.07,-,-,1,0.08,-,-,-,-,4,0.33,-,-,-,-
2020,43,秋田県,2,0.04,-,-,3,0.09,24,0.69,25,0.71,7,0.20,-,-,-,-,10,0.29,-,-,2,0.06,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
2020,43,山形県,-,-,-,-,9,0.31,39,1.34,148,5.10,2,0.07,5,0.17,3,0.10,15,0.52,119,4.10,2,0.07,1,0.13,3,0.38,-,-,-,-,-,-,-,-,-,-
2020,43,福島県,3,0.04,2,0.04,4,0.08,70,1.40,32,0.64,6,0.12,10,0.20,-,-,34,0.68,25,0.50,3,0.06,-,-,1,0.08,-,-,-,-,-,-,-,-,1,0.14
2020,43,茨城県,-,-,1,0.01,4,0.05,91,1.21,100,1.33,9,0.12,5,0.07,2,0.03,22,0.29,8,0.11,3,0.04,-,-,6,0.35,-,-,-,-,2,0.17,-,-,-,-
2020,43,栃木県,-,-,-,-,2,0.04,32,0.67,40,0.83,3,0.06,1,0.02,-,-,17,0.35,7,0.15,5,0.10,-,-,1,0.08,-,-,-,-,-,-,-,-,-,-
