年,週,都道府県,インフルエンザ_報告,インフルエンザ_定当,ＲＳウイルス感染症_報告,ＲＳウイルス感染症_定当,咽頭結膜熱_報告,咽頭結膜熱_定当,Ａ群溶血性レンサ球菌咽頭炎_報告,Ａ群溶血性レンサ球菌咽頭炎_定当,感染性胃腸炎_報告,感染性胃腸炎_定当,水痘_報告,水痘_定当,手足口病_報告,手足口病_定当,伝染性紅斑_報告,伝染性紅斑_定当,突発性発しん_報告,突発性発しん_定当,ヘルパンギーナ_報告,ヘルパンギーナ_定当,流行性耳下腺炎_報告,流行性耳下腺炎_定当,急性出血性結膜炎_報告,急性出血性結膜炎_定当,流行性角結膜炎_報告,流行性角結膜炎_定当,細菌性髄膜炎_報告,細菌性髄膜炎_定当,無菌性髄膜炎_報告,無菌性髄膜炎_定当,マイコプラズマ肺炎_報告,マイコプラズマ肺炎_定当,クラミジア肺炎_報告,クラミジア肺炎_定当,感染性胃腸炎（ロタウイルス）_報告,感染性胃腸炎（ロタウイルス）_定当
2023,15,群馬県,220,2.53,6,0.11,9,0.17,20,0.37,152,2.81,6,0.11,1,0.02,-,-,19,0.35,1,0.02,1,0.02,-,-,12,0.86,-,-,-,-,1,0.11,-,-,-,-
2023,15,埼玉県,478,1.85,110,0.68,27,0.17,58,0.36,655,4.04,12,0.07,15,0.09,2,0.01,53,0.33,3,0.02,5,0.03,2,0.05,6,0.15,-,-,-,-,1,0.09,-,-,-,-
2023,15,千葉県,420,2.01,26,0.20,19,0.15,38,0.29,443,3.41,17,0.13,12,0.09,3,0.02,21,0.16,9,0.07,7,0.05,-,-,10,0.30,2,0.22,-,-,-,-,-,-,-,-
2023,15,東京都,788,1.92,83,0.32,54,0.21,139,0.54,1123,4.35,27,0.10,35,0.14,19,0.07,73,0.28,14,0.05,8,0.03,-,-,5,0.13,-,-,3,0.12,1,0.04,-,-,-,-
2023,15,神奈川県,424,1.20,23,0.10,16,0.07,94,0.42,633,2.81,24,0.11,8,0.04,1,0.00,58,0.26,8,0.04,7,0.03,-,-,31,0.60,-,-,-,-,-,-,-,-,-,-
2023,15,新潟県,1125,13.39,46,0.85,10,0.19,65,1.20,238,4.41,5,0.09,2,0.04,-,-,13,0.24,-,-,2,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,15,富山県,139,2.90,37,1.28,14,0.48,40,1.38,259,8.93,4,0.14,-,-,-,-,5,0.17,1,0.03,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,15,石川県,88,1.83,26,0.90,7,0.24,10,0.34,360,12.41,1,0.03,3,0.10,-,-,7,0.24,12,0.41,2,0.07,-,-,2,0.29,-,-,1,0.20,1,0.20,-,-,-,-
2023,15,福井県,33,0.89,85,3.70,11,0.48,26,1.13,90,3.91,4,0.17,8,0.35,-,-,9,0.39,19,0.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,15,山梨県,59,1.44,-,-,-,-,3,0.13,49,2.04,-,-,3,0.13,-,-,6,0.25,-,-,2,0.08,-,-,4,0.44,-,-,-,-,-,-,-,-,-,-
2023,15,長野県,160,1.84,8,0.15,2,0.04,4,0.08,278,5.25,5,0.09,3,0.06,-,-,7,0.13,1,0.02,1,0.02,1,0.10,-,-,-,-,-,-,-,-,-,-,-,-
2023,15,岐阜県,125,1.44,30,0.57,12,0.23,27,0.51,174,3.28,2,0.04,5,0.09,-,-,8,0.15,1,0.02,1,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,15,静岡県,298,2.16,31,0.35,22,0.25,28,0.32,281,3.19,8,0.09,11,0.13,2,0.02,14,0.16,-,-,1,0.01,-,-,1,0.05,-,-,-,-,1,0.10,-,-,-,-
2023,15,愛知県,606,3.11,56,0.31,25,0.14,90,0.49,787,4.32,12,0.07,15,0.08,-,-,35,0.19,1,0.01,8,0.04,-,-,4,0.11,-,-,-,-,-,-,-,-,-,-
2023,15,三重県,255,3.54,17,0.38,8,0.18,5,0.11,170,3.78,12,0.27,2,0.04,-,-,11,0.24,1,0.02,1,0.02,-,-,-,-,-,-,3,0.33,-,-,-,-,-,-
2023,15,滋賀県,133,2.25,22,0.61,5,0.14,18,0.50,160,4.44,3,0.08,-,-,-,-,10,0.28,2,0.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,15,京都府,128,1.03,97,1.29,16,0.21,34,0.45,304,4.05,8,0.11,2,0.03,-,-,10,0.13,2,0.03,2,0.03,-,-,8,0.47,1,0.14,-,-,-,-,-,-,-,-
2023,15,大阪府,231,0.78,430,2.22,47,0.24,156,0.80,960,4.95,19,0.10,21,0.11,-,-,43,0.22,20,0.10,6,0.03,-,-,7,0.14,-,-,-,-,-,-,-,-,1,0.06
2023,15,兵庫県,294,1.49,140,1.09,30,0.23,54,0.42,778,6.03,10,0.08,15,0.12,4,0.03,31,0.24,14,0.11,2,0.02,-,-,5,0.14,-,-,-,-,-,-,-,-,-,-
2023,15,奈良県,55,1.00,72,2.12,4,0.12,19,0.56,168,4.94,2,0.06,5,0.15,-,-,10,0.29,1,0.03,1,0.03,-,-,5,0.50,2,0.33,-,-,-,-,-,-,-,-
2023,15,和歌山県,33,0.67,50,1.67,2,0.07,9,0.30,143,4.77,-,-,-,-,-,-,10,0.33,-,-,2,0.07,-,-,1,0.25,-,-,-,-,-,-,-,-,-,-
2023,15,鳥取県,40,1.38,1,0.05,2,0.11,39,2.05,179,9.42,-,-,4,0.21,-,-,6,0.32,-,-,-,-,-,-,-,-,-,-,1,0.20,-,-,-,-,-,-
2023,15,島根県,67,1.76,2,0.09,1,0.04,1,0.04,120,5.22,4,0.17,1,0.04,1,0.04,7,0.30,-,-,3,0.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,15,岡山県,207,2.46,18,0.33,9,0.17,6,0.11,193,3.57,2,0.04,7,0.13,-,-,7,0.13,2,0.04,9,0.17,1,0.08,1,0.08,-,-,-,-,-,-,-,-,-,-
2023,15,広島県,434,3.81,60,0.83,38,0.53,35,0.49,266,3.69,1,0.01,1,0.01,-,-,10,0.14,14,0.19,2,0.03,-,-,3,0.16,-,-,-,-,-,-,-,-,-,-
2023,15,山口県,139,2.14,54,1.26,2,0.05,28,0.65,172,4.00,3,0.07,3,0.07,-,-,27,0.63,9,0.21,1,0.02,-,-,1,0.11,-,-,-,-,-,-,-,-,-,-
2023,15,徳島県,22,0.59,5,0.22,7,0.30,4,0.17,101,4.39,-,-,-,-,-,-,7,0.30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,15,香川県,39,0.83,11,0.39,6,0.21,3,0.11,154,5.50,3,0.11,-,-,-,-,15,0.54,13,0.46,2,0.07,-,-,1,0.20,-,-,-,-,-,-,-,-,-,-
2023,15,愛媛県,130,2.13,23,0.62,4,0.11,13,0.35,258,6.97,1,0.03,3,0.08,-,-,16,0.43,3,0.08,-,-,-,-,6,0.75,-,-,-,-,-,-,-,-,-,-
2023,15,高知県,146,3.24,6,0.22,3,0.11,5,0.19,32,1.19,5,0.19,4,0.15,-,-,3,0.11,24,0.89,-,-,-,-,1,0.33,1,0.13,-,-,1,0.13,-,-,-,-
2023,15,福岡県,512,2.59,185,1.54,38,0.32,289,2.41,548,4.57,11,0.09,20,0.17,3,0.03,54,0.45,84,0.70,7,0.06,1,0.04,6,0.23,-,-,1,0.07,-,-,-,-,1,0.07
2023,15,佐賀県,114,2.92,57,2.48,15,0.65,9,0.39,85,3.70,2,0.09,2,0.09,1,0.04,14,0.61,28,1.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,15,長崎県,86,1.23,60,1.36,4,0.09,27,0.61,144,3.27,12,0.27,11,0.25,-,-,16,0.36,88,2.00,1,0.02,1,0.13,5,0.63,1,0.08,-,-,-,-,-,-,-,-
2023,15,熊本県,92,1.19,30,0.64,7,0.15,11,0.23,212,4.51,1,0.02,3,0.06,-,-,24,0.51,129,2.74,7,0.15,-,-,4,0.44,-,-,-,-,-,-,-,-,-,-
2023,15,大分県,154,2.66,39,1.08,6,0.17,15,0.42,368,10.22,4,0.11,1,0.03,-,-,14,0.39,3,0.08,2,0.06,-,-,1,0.20,-,-,-,-,-,-,-,-,-,-
2023,15,宮崎県,53,0.91,59,1.64,19,0.53,47,1.31,372,10.33,5,0.14,12,0.33,3,0.08,15,0.42,35,0.97,-,-,-,-,1,0.17,-,-,-,-,-,-,-,-,-,-
2023,15,鹿児島県,75,0.83,226,4.26,23,0.43,26,0.49,356,6.72,5,0.09,11,0.21,-,-,17,0.32,19,0.36,4,0.08,-,-,2,0.29,-,-,-,-,-,-,-,-,-,-
2023,15,沖縄県,112,2.04,19,0.59,6,0.19,44,1.38,93,2.91,7,0.22,159,4.97,1,0.03,6,0.19,6,0.19,2,0.06,-,-,3,0.38,-,-,-,-,-,-,-,-,-,-
2023,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
